GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016
0500000US01001,01001,"Autauga County, Alabama",54571,54571,54742,55255,55027,54792,54977,55035,55416
0500000US01003,01003,"Baldwin County, Alabama",182265,182265,183199,186653,190403,195147,199745,203690,208563
0500000US01005,01005,"Barbour County, Alabama",27457,27457,27348,27326,27132,26938,26763,26270,25965
0500000US01007,01007,"Bibb County, Alabama",22915,22919,22861,22736,22645,22501,22511,22561,22643
0500000US01009,01009,"Blount County, Alabama",57322,57324,57376,57707,57772,57746,57621,57676,57704
0500000US01011,01011,"Bullock County, Alabama",10914,10911,10892,10722,10654,10576,10712,10455,10362
0500000US01013,01013,"Butler County, Alabama",20947,20946,20938,20848,20665,20330,20283,20126,19998
0500000US01015,01015,"Calhoun County, Alabama",118572,118586,118468,117736,117208,116475,115837,115285,114611
0500000US01017,01017,"Chambers County, Alabama",34215,34170,34101,34006,34084,34123,33996,34043,33843
0500000US01019,01019,"Cherokee County, Alabama",25989,25986,25977,26073,26017,26074,25944,25726,25725
0500000US01021,01021,"Chilton County, Alabama",43643,43631,43675,43758,43693,43769,43874,43809,43941
0500000US01023,01023,"Choctaw County, Alabama",13859,13858,13840,13610,13549,13384,13310,13201,12993
0500000US01025,01025,"Clarke County, Alabama",25833,25833,25762,25549,25148,25105,24862,24726,24392
0500000US01027,01027,"Clay County, Alabama",13932,13932,13882,13676,13461,13464,13503,13495,13492
0500000US01029,01029,"Cleburne County, Alabama",14972,14972,14975,14976,14928,15031,15076,14996,14924
0500000US01031,01031,"Coffee County, Alabama",49948,49948,50183,50484,51180,50729,50757,51063,51226
0500000US01033,01033,"Colbert County, Alabama",54428,54428,54521,54460,54493,54456,54427,54295,54216
0500000US01035,01035,"Conecuh County, Alabama",13228,13228,13209,13193,13007,12866,12621,12597,12395
0500000US01037,01037,"Coosa County, Alabama",11539,11758,11758,11369,11201,11058,10794,10687,10581
0500000US01039,01039,"Covington County, Alabama",37765,37765,37801,38066,37842,37890,37795,37661,37458
0500000US01041,01041,"Crenshaw County, Alabama",13906,13898,13857,13903,13920,13874,13898,13876,13913
0500000US01043,01043,"Cullman County, Alabama",80406,80410,80476,80457,80351,80731,81167,81858,82471
0500000US01045,01045,"Dale County, Alabama",50251,50247,50360,50119,50296,49753,49389,49370,49226
0500000US01047,01047,"Dallas County, Alabama",43820,43820,43820,43207,42748,41950,41532,40893,40008
0500000US01049,01049,"DeKalb County, Alabama",71109,71115,71143,71389,70961,70882,70947,70996,70900
0500000US01051,01051,"Elmore County, Alabama",79303,79296,79573,80030,80291,80661,80794,81238,81799
0500000US01053,01053,"Escambia County, Alabama",38319,38319,38314,38227,38063,37877,37878,37827,37728
0500000US01055,01055,"Etowah County, Alabama",104430,104427,104449,104236,104215,103790,103371,102873,102564
0500000US01057,01057,"Fayette County, Alabama",17241,17241,17231,17063,16966,16858,16821,16723,16546
0500000US01059,01059,"Franklin County, Alabama",31704,31709,31734,31734,31652,31505,31540,31542,31628
0500000US01061,01061,"Geneva County, Alabama",26790,26788,26796,26843,27012,26754,26688,26755,26614
0500000US01063,01063,"Greene County, Alabama",9045,9045,9001,8926,8837,8702,8525,8450,8422
0500000US01065,01065,"Hale County, Alabama",15760,15760,15740,15377,15393,15293,15081,15075,14952
0500000US01067,01067,"Henry County, Alabama",17302,17300,17294,17405,17237,17188,17156,17191,17164
0500000US01069,01069,"Houston County, Alabama",101547,101555,101804,102480,103382,103614,104177,104225,104056
0500000US01071,01071,"Jackson County, Alabama",53227,53226,53181,53275,53087,52939,52580,52298,52138
0500000US01073,01073,"Jefferson County, Alabama",658466,658348,658150,657669,657639,658578,659733,660007,659521
0500000US01075,01075,"Lamar County, Alabama",14564,14564,14495,14301,14257,14192,14062,13902,13918
0500000US01077,01077,"Lauderdale County, Alabama",92709,92709,92747,92593,92694,92713,93005,92477,92318
0500000US01079,01079,"Lawrence County, Alabama",34339,34339,34306,34052,33788,33570,33432,33133,33244
0500000US01081,01081,"Lee County, Alabama",140247,140296,140804,144123,148289,151411,154277,156767,158991
0500000US01083,01083,"Limestone County, Alabama",82782,82782,83162,85571,87368,88904,90640,91622,92753
0500000US01085,01085,"Lowndes County, Alabama",11299,11289,11278,11117,10835,10685,10524,10422,10358
0500000US01087,01087,"Macon County, Alabama",21452,21448,21499,21317,20632,20016,19594,19215,18963
0500000US01089,01089,"Madison County, Alabama",334811,334811,336149,339594,342773,346704,350121,353302,356967
0500000US01091,01091,"Marengo County, Alabama",21027,21036,20953,20728,20451,20208,20086,19912,19673
0500000US01093,01093,"Marion County, Alabama",30776,30776,30798,30725,30520,30283,30250,30145,29998
0500000US01095,01095,"Marshall County, Alabama",93019,93019,93150,93885,94182,94318,94320,94693,95157
0500000US01097,01097,"Mobile County, Alabama",412992,413143,413369,413178,413760,413884,414342,414634,414836
0500000US01099,01099,"Monroe County, Alabama",23068,23070,22987,22795,22593,22154,21902,21697,21530
0500000US01101,01101,"Montgomery County, Alabama",229363,229385,229554,229174,228708,227841,227193,226868,226349
0500000US01103,01103,"Morgan County, Alabama",119490,119486,119610,119988,120123,119652,119602,119387,119012
0500000US01105,01105,"Perry County, Alabama",10591,10581,10543,10518,10184,9995,9842,9683,9574
0500000US01107,01107,"Pickens County, Alabama",19746,19746,19717,19366,19359,19370,20332,20827,20324
0500000US01109,01109,"Pike County, Alabama",32899,32899,32964,32999,33113,33592,33020,33376,33286
0500000US01111,01111,"Randolph County, Alabama",22913,22914,22893,22807,22623,22629,22468,22703,22652
0500000US01113,01113,"Russell County, Alabama",52947,52951,53305,54891,57626,59240,59282,58858,58172
0500000US01115,01115,"St. Clair County, Alabama",83593,83593,83816,84351,85168,86225,86482,86986,88019
0500000US01117,01117,"Shelby County, Alabama",195085,195218,196053,197975,200789,203825,205990,208527,210622
0500000US01119,01119,"Sumter County, Alabama",13763,13763,13742,13512,13448,13409,13283,13244,13040
0500000US01121,01121,"Talladega County, Alabama",82291,82291,82077,81847,81941,81277,81216,80749,80103
0500000US01123,01123,"Tallapoosa County, Alabama",41616,41618,41512,41459,41144,41139,41027,40755,40727
0500000US01125,01125,"Tuscaloosa County, Alabama",194656,194657,194996,196696,198581,200681,202671,204321,206102
0500000US01127,01127,"Walker County, Alabama",67023,67023,67006,66661,66211,65934,65564,65291,64967
0500000US01129,01129,"Washington County, Alabama",17581,17583,17612,17336,17115,16881,16891,16901,16756
0500000US01131,01131,"Wilcox County, Alabama",11670,11665,11562,11482,11355,11194,11028,11030,10986
0500000US01133,01133,"Winston County, Alabama",24484,24484,24402,24334,24171,24150,24083,23854,23805
0500000US02013,02013,"Aleutians East Borough, Alaska",3141,3141,3169,3251,3285,3302,3296,3317,3296
0500000US02016,02016,"Aleutians West Census Area, Alaska",5561,5561,5546,5586,5688,5715,5780,5739,5647
0500000US02020,02020,"Anchorage Municipality, Alaska",291826,291826,293415,296397,298527,301143,300429,298312,298192
0500000US02050,02050,"Bethel Census Area, Alaska",17013,17013,17078,17466,17695,17865,17959,17940,17968
0500000US02060,02060,"Bristol Bay Borough, Alaska",997,997,1003,1037,983,954,942,892,898
0500000US02068,02068,"Denali Borough, Alaska",1826,1822,1833,1875,1913,1940,1907,1913,1953
0500000US02070,02070,"Dillingham Census Area, Alaska",4847,4847,4855,4963,4963,4994,4989,4999,4954
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",97581,97585,98293,98100,100330,100879,99295,99639,100605
0500000US02100,02100,"Haines Borough, Alaska",2508,2508,2500,2572,2572,2551,2537,2484,2496
0500000US02105,02105,"Hoonah-Angoon Census Area, Alaska",2150,2135,2135,2111,2131,2128,2081,2118,2078
0500000US02110,02110,"Juneau City and Borough, Alaska",31275,31275,31392,32175,32434,32604,32511,32603,32468
0500000US02122,02122,"Kenai Peninsula Borough, Alaska",55400,55400,55570,56369,56952,57059,57626,58044,58506
0500000US02130,02130,"Ketchikan Gateway Borough, Alaska",13477,13491,13539,13639,13711,13673,13758,13689,13746
0500000US02150,02150,"Kodiak Island Borough, Alaska",13592,13606,13652,13807,14051,14066,13953,13789,13732
0500000US02158,02158,"Kusilvak Census Area, Alaska",7459,7459,7464,7657,7792,7950,8063,8109,8049
0500000US02164,02164,"Lake and Peninsula Borough, Alaska",1631,1635,1638,1652,1644,1654,1628,1567,1562
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",88995,88995,89766,91831,93791,95923,98196,101120,104365
0500000US02180,02180,"Nome Census Area, Alaska",9492,9492,9536,9834,9873,9897,9834,9875,9917
0500000US02185,02185,"North Slope Borough, Alaska",9430,9430,9467,9536,9662,9741,9708,9690,9606
0500000US02188,02188,"Northwest Arctic Borough, Alaska",7523,7523,7542,7722,7721,7714,7744,7764,7673
0500000US02195,02195,"Petersburg Borough, Alaska",3815,3207,3217,3246,3263,3245,3175,3149,3149
0500000US02198,02198,"Prince of Wales-Hyder Census Area, Alaska",5559,6172,6212,6378,6375,6394,6393,6360,6347
0500000US02220,02220,"Sitka City and Borough, Alaska",8881,8881,8898,8907,9048,9001,8883,8844,8830
0500000US02230,02230,"Skagway Municipality, Alaska",968,968,965,958,990,1004,1031,1058,1088
0500000US02240,02240,"Southeast Fairbanks Census Area, Alaska",7029,7029,7071,7144,7179,7001,6968,6826,6876
0500000US02261,02261,"Valdez-Cordova Census Area, Alaska",9636,9636,9657,9737,9729,9764,9453,9308,9355
0500000US02275,02275,"Wrangell City and Borough, Alaska",2369,2365,2370,2381,2402,2417,2376,2400,2411
0500000US02282,02282,"Yakutat City and Borough, Alaska",662,662,661,654,657,643,642,620,601
0500000US02290,02290,"Yukon-Koyukuk Census Area, Alaska",5588,5588,5587,5728,5728,5658,5548,5541,5526
0500000US04001,04001,"Apache County, Arizona",71518,71516,71761,72391,72968,72021,72034,71594,73112
0500000US04003,04003,"Cochise County, Arizona",131346,131356,131807,132960,131843,129554,127321,126395,125770
0500000US04005,04005,"Coconino County, Arizona",134421,134437,134624,134186,135999,136641,137695,139076,140908
0500000US04007,04007,"Gila County, Arizona",53597,53597,53539,53486,53036,53039,53124,53138,53556
0500000US04009,04009,"Graham County, Arizona",37220,37220,37140,37083,36958,37401,38013,37673,37599
0500000US04011,04011,"Greenlee County, Arizona",8437,8437,8338,8585,8763,8905,9315,9525,9613
0500000US04012,04012,"La Paz County, Arizona",20489,20489,20449,20496,20365,20379,20313,20147,20317
0500000US04013,04013,"Maricopa County, Arizona",3817117,3817357,3825616,3870806,3942959,4011219,4083931,4161637,4242997
0500000US04015,04015,"Mohave County, Arizona",200186,200185,200378,202635,203126,202622,202985,204165,205249
0500000US04017,04017,"Navajo County, Arizona",107449,107489,107714,107435,107037,107443,108178,108363,110026
0500000US04019,04019,"Pima County, Arizona",980263,980263,981927,987816,992490,996634,1003157,1008205,1016206
0500000US04021,04021,"Pinal County, Arizona",375770,375770,379400,378007,382259,384978,396024,406220,418540
0500000US04023,04023,"Santa Cruz County, Arizona",47420,47420,47409,47600,47321,46903,46387,46137,45985
0500000US04025,04025,"Yavapai County, Arizona",211033,211015,211139,211138,212350,215027,218405,221584,225562
0500000US04027,04027,"Yuma County, Arizona",195751,195750,197071,202539,202160,201851,203111,203706,205631
0500000US05001,05001,"Arkansas County, Arkansas",19019,19018,19015,18880,18978,18777,18502,18373,18214
0500000US05003,05003,"Ashley County, Arkansas",21853,21853,21831,21656,21491,21234,20920,20810,20492
0500000US05005,05005,"Baxter County, Arkansas",41513,41513,41539,41280,41068,40962,40797,41070,41062
0500000US05007,05007,"Benton County, Arkansas",221339,221364,222566,228788,234243,238778,243991,250851,258291
0500000US05009,05009,"Boone County, Arkansas",36903,36903,36897,37055,37356,37412,37206,37229,37304
0500000US05011,05011,"Bradley County, Arkansas",11508,11508,11486,11445,11273,11133,11024,11053,10996
0500000US05013,05013,"Calhoun County, Arkansas",5368,5368,5337,5288,5306,5214,5175,5209,5144
0500000US05015,05015,"Carroll County, Arkansas",27446,27443,27540,27443,27574,27745,27742,27744,27646
0500000US05017,05017,"Chicot County, Arkansas",11800,11800,11793,11683,11473,11344,11196,10985,10945
0500000US05019,05019,"Clark County, Arkansas",22995,22993,22944,22943,22807,22650,22663,22642,22657
0500000US05021,05021,"Clay County, Arkansas",16083,16083,16050,15827,15568,15312,15143,15067,14920
0500000US05023,05023,"Cleburne County, Arkansas",25970,25969,25999,25942,25824,25710,25670,25469,25264
0500000US05025,05025,"Cleveland County, Arkansas",8689,8689,8686,8665,8615,8539,8410,8299,8241
0500000US05027,05027,"Columbia County, Arkansas",24552,24552,24747,24696,24429,24294,24078,24140,23901
0500000US05029,05029,"Conway County, Arkansas",21273,21267,21239,21146,21205,21145,21019,20994,20937
0500000US05031,05031,"Craighead County, Arkansas",96443,96443,96727,98371,99948,101654,102621,104362,105835
0500000US05033,05033,"Crawford County, Arkansas",61948,61948,61977,61829,61940,61696,61840,61894,62267
0500000US05035,05035,"Crittenden County, Arkansas",50902,50902,50947,50520,50065,49730,49538,48985,49235
0500000US05037,05037,"Cross County, Arkansas",17870,17866,17833,17746,17651,17492,17182,17282,17037
0500000US05039,05039,"Dallas County, Arkansas",8116,8116,8068,8078,7979,7922,7735,7583,7469
0500000US05041,05041,"Desha County, Arkansas",13008,13008,12964,12709,12575,12467,12245,12007,11876
0500000US05043,05043,"Drew County, Arkansas",18509,18509,18657,18721,18762,18682,18669,18675,18651
0500000US05045,05045,"Faulkner County, Arkansas",113237,113242,114065,116297,118534,119299,120683,121343,122227
0500000US05047,05047,"Franklin County, Arkansas",18125,18121,18124,18002,17957,17934,17767,17709,17626
0500000US05049,05049,"Fulton County, Arkansas",12245,12245,12216,12296,12246,12243,12130,12188,12123
0500000US05051,05051,"Garland County, Arkansas",96024,95995,96123,96617,96794,96986,97183,97154,97477
0500000US05053,05053,"Grant County, Arkansas",17853,17853,17891,17954,18026,18035,18059,18030,18082
0500000US05055,05055,"Greene County, Arkansas",42090,42090,42187,42732,43166,43078,43717,44167,44598
0500000US05057,05057,"Hempstead County, Arkansas",22609,22609,22600,22507,22346,22392,22289,22038,21974
0500000US05059,05059,"Hot Spring County, Arkansas",32923,33010,33212,33115,33457,33495,33389,33483,33374
0500000US05061,05061,"Howard County, Arkansas",13789,13789,13803,13821,13693,13527,13488,13350,13377
0500000US05063,05063,"Independence County, Arkansas",36647,36647,36805,36831,36925,36873,37113,37073,37168
0500000US05065,05065,"Izard County, Arkansas",13696,13696,13682,13579,13522,13386,13508,13454,13433
0500000US05067,05067,"Jackson County, Arkansas",17997,17998,18045,17854,17649,17690,17565,17350,17221
0500000US05069,05069,"Jefferson County, Arkansas",77435,77435,77321,76033,74618,73150,72376,71764,70016
0500000US05071,05071,"Johnson County, Arkansas",25540,25540,25552,25692,25911,25896,25998,26146,26176
0500000US05073,05073,"Lafayette County, Arkansas",7645,7645,7636,7540,7441,7245,7119,6981,6847
0500000US05075,05075,"Lawrence County, Arkansas",17415,17411,17498,17293,17047,17067,16987,16741,16735
0500000US05077,05077,"Lee County, Arkansas",10424,10424,10371,10277,10162,9991,9798,9645,9310
0500000US05079,05079,"Lincoln County, Arkansas",14134,14134,14072,14322,14139,14023,13967,13841,13705
0500000US05081,05081,"Little River County, Arkansas",13171,13168,13137,12965,12920,12739,12525,12445,12451
0500000US05083,05083,"Logan County, Arkansas",22353,22350,22313,22283,22018,22111,21959,21796,21792
0500000US05085,05085,"Lonoke County, Arkansas",68356,68354,68709,69447,70101,70807,71563,71697,72228
0500000US05087,05087,"Madison County, Arkansas",15717,15720,15694,15681,15619,15684,15714,15717,16072
0500000US05089,05089,"Marion County, Arkansas",16653,16651,16657,16655,16616,16446,16421,16214,16325
0500000US05091,05091,"Miller County, Arkansas",43462,43462,43541,43750,43649,43440,43556,43899,43787
0500000US05093,05093,"Mississippi County, Arkansas",46480,46480,46390,46036,45531,44687,44243,43699,42835
0500000US05095,05095,"Monroe County, Arkansas",8149,8150,8123,8070,7843,7670,7612,7415,7169
0500000US05097,05097,"Montgomery County, Arkansas",9487,9487,9490,9383,9320,9222,9107,8972,8879
0500000US05099,05099,"Nevada County, Arkansas",8997,8997,8974,9009,8911,8791,8689,8553,8398
0500000US05101,05101,"Newton County, Arkansas",8330,8330,8329,8278,8087,8078,7914,7923,7936
0500000US05103,05103,"Ouachita County, Arkansas",26120,26121,26077,25727,25405,24969,24799,24370,24098
0500000US05105,05105,"Perry County, Arkansas",10445,10441,10455,10392,10336,10337,10244,10182,10132
0500000US05107,05107,"Phillips County, Arkansas",21757,21757,21670,21413,20762,20437,19938,19534,18975
0500000US05109,05109,"Pike County, Arkansas",11291,11291,11273,11239,11270,11126,11002,10854,10832
0500000US05111,05111,"Poinsett County, Arkansas",24583,24583,24526,24446,24293,24156,24155,24028,24023
0500000US05113,05113,"Polk County, Arkansas",20662,20662,20669,20562,20440,20361,20252,20225,20173
0500000US05115,05115,"Pope County, Arkansas",61754,61754,62110,62646,62631,62538,63094,63492,63779
0500000US05117,05117,"Prairie County, Arkansas",8715,8715,8716,8578,8460,8364,8314,8280,8251
0500000US05119,05119,"Pulaski County, Arkansas",382748,382788,383623,386776,388905,391312,392633,392932,393250
0500000US05121,05121,"Randolph County, Arkansas",17969,17970,17967,17974,17854,17621,17540,17455,17448
0500000US05123,05123,"St. Francis County, Arkansas",28258,28258,28181,27960,27907,27408,27026,26578,26196
0500000US05125,05125,"Saline County, Arkansas",107118,107141,107667,109901,111758,114287,115780,117358,118703
0500000US05127,05127,"Scott County, Arkansas",11233,11208,11246,11223,10986,10874,10659,10510,10277
0500000US05129,05129,"Searcy County, Arkansas",8195,8192,8176,8069,7988,7979,7908,7850,7967
0500000US05131,05131,"Sebastian County, Arkansas",125744,125776,125817,126909,127418,127127,126827,127590,127793
0500000US05133,05133,"Sevier County, Arkansas",17058,17058,17142,17166,17153,17297,17377,17226,16910
0500000US05135,05135,"Sharp County, Arkansas",17264,17267,17280,17274,17061,17084,16904,16931,17157
0500000US05137,05137,"Stone County, Arkansas",12394,12394,12394,12563,12610,12490,12445,12430,12539
0500000US05139,05139,"Union County, Arkansas",41639,41639,41556,41375,40864,40603,40158,40158,39887
0500000US05141,05141,"Van Buren County, Arkansas",17295,17294,17308,17197,17167,16992,16893,16780,16628
0500000US05143,05143,"Washington County, Arkansas",203065,203043,204012,207833,211497,215979,219891,224233,228049
0500000US05145,05145,"White County, Arkansas",77076,77076,77333,78116,78670,78635,78532,79013,79263
0500000US05147,05147,"Woodruff County, Arkansas",7260,7264,7240,7189,7068,7042,6886,6727,6641
0500000US05149,05149,"Yell County, Arkansas",22185,22185,22155,21935,21804,21768,21850,21607,21552
0500000US06001,06001,"Alameda County, California",1510271,1510261,1513653,1532019,1555542,1581226,1608868,1632747,1647704
0500000US06003,06003,"Alpine County, California",1175,1175,1160,1109,1123,1141,1104,1106,1071
0500000US06005,06005,"Amador County, California",38091,38091,37869,37524,37089,36576,36739,37026,37383
0500000US06007,06007,"Butte County, California",220000,220000,219983,219987,221180,222116,223974,225251,226864
0500000US06009,06009,"Calaveras County, California",45578,45578,45462,45106,44760,44577,44589,44840,45171
0500000US06011,06011,"Colusa County, California",21419,21419,21446,21366,21323,21322,21256,21318,21588
0500000US06013,06013,"Contra Costa County, California",1049025,1049200,1052875,1066126,1078242,1094030,1108996,1123231,1135127
0500000US06015,06015,"Del Norte County, California",28610,28610,28562,28466,28212,27837,27252,27301,27540
0500000US06017,06017,"El Dorado County, California",181058,181058,181153,180863,180558,181427,183031,184359,185625
0500000US06019,06019,"Fresno County, California",930450,930491,932463,940496,946844,953762,963151,972130,979915
0500000US06021,06021,"Glenn County, California",28122,28122,28109,28186,27938,27915,27982,27961,28085
0500000US06023,06023,"Humboldt County, California",134623,134623,135032,135243,134663,134555,134665,135383,136646
0500000US06025,06025,"Imperial County, California",174528,174528,174751,176227,177287,177194,178866,179806,180883
0500000US06027,06027,"Inyo County, California",18546,18546,18513,18403,18408,18418,18410,18251,18144
0500000US06029,06029,"Kern County, California",839631,839627,841676,849484,855808,864454,872138,879497,884788
0500000US06031,06031,"Kings County, California",152982,152982,152368,151895,151042,150480,149669,150331,149785
0500000US06033,06033,"Lake County, California",64665,64665,64743,64242,63942,63776,64099,64446,64116
0500000US06035,06035,"Lassen County, California",34895,34895,34838,34288,33662,32144,31714,31333,30870
0500000US06037,06037,"Los Angeles County, California",9818605,9818700,9825473,9888476,9953555,10015436,10066615,10112255,10137915
0500000US06039,06039,"Madera County, California",150865,150843,151099,151962,151947,151811,154071,154306,154697
0500000US06041,06041,"Marin County, California",252409,252409,252946,255457,256064,258506,260516,261054,260651
0500000US06043,06043,"Mariposa County, California",18251,18250,18260,18188,17858,17746,17658,17553,17410
0500000US06045,06045,"Mendocino County, California",87841,87840,87807,87442,87409,87207,87449,87353,87628
0500000US06047,06047,"Merced County, California",255793,255798,256831,259678,261430,262661,265139,267101,268672
0500000US06049,06049,"Modoc County, California",9686,9686,9695,9497,9328,9100,9010,8933,8795
0500000US06051,06051,"Mono County, California",14202,14202,14246,14407,14325,14020,14045,13885,13981
0500000US06053,06053,"Monterey County, California",415057,415055,416415,421157,425799,428064,429902,432007,435232
0500000US06055,06055,"Napa County, California",136484,136530,136813,137940,138898,140102,141097,141854,142166
0500000US06057,06057,"Nevada County, California",98764,98748,98782,98772,98305,98156,98796,98829,99107
0500000US06059,06059,"Orange County, California",3010232,3010261,3017647,3053884,3084935,3112576,3134438,3156573,3172532
0500000US06061,06061,"Placer County, California",348432,348494,350234,356783,361018,366435,370486,374383,380531
0500000US06063,06063,"Plumas County, California",20007,20007,19918,19691,19327,18844,18573,18401,18627
0500000US06065,06065,"Riverside County, California",2189641,2189753,2202226,2236146,2264919,2291452,2322455,2352892,2387741
0500000US06067,06067,"Sacramento County, California",1418788,1418742,1422018,1435002,1447236,1460023,1478137,1496644,1514460
0500000US06069,06069,"San Benito County, California",55269,55269,55554,56159,56799,57471,58098,58473,59414
0500000US06071,06071,"San Bernardino County, California",2035210,2035212,2041562,2062945,2077247,2087945,2105935,2122545,2140096
0500000US06073,06073,"San Diego County, California",3095313,3095342,3104346,3140692,3181513,3218419,3258856,3290245,3317749
0500000US06075,06075,"San Francisco County, California",805235,805193,805766,815672,828816,839280,850424,862004,870887
0500000US06077,06077,"San Joaquin County, California",685306,685308,687380,694943,700611,703265,713218,723496,733709
0500000US06079,06079,"San Luis Obispo County, California",269637,269599,269909,271176,274487,276191,278877,280960,282887
0500000US06081,06081,"San Mateo County, California",718451,718498,719935,728919,739982,748952,756819,763191,764797
0500000US06083,06083,"Santa Barbara County, California",423895,423939,424396,425998,430638,435800,440553,443815,446170
0500000US06085,06085,"Santa Clara County, California",1781642,1781672,1786637,1812868,1838988,1866961,1889824,1910105,1919402
0500000US06087,06087,"Santa Cruz County, California",262382,262362,263270,264896,266435,268948,270971,273627,274673
0500000US06089,06089,"Shasta County, California",177223,177223,177320,177963,178430,179062,179717,179301,179631
0500000US06091,06091,"Sierra County, California",3240,3240,3220,3106,3076,3039,2983,2983,2947
0500000US06093,06093,"Siskiyou County, California",44900,44900,44936,44673,44147,43632,43476,43483,43603
0500000US06095,06095,"Solano County, California",413344,413344,414034,416486,419881,423972,429601,434321,440207
0500000US06097,06097,"Sonoma County, California",483878,483880,484817,487641,490509,494657,499168,501474,503070
0500000US06099,06099,"Stanislaus County, California",514453,514451,515342,518073,521360,524744,529754,535385,541560
0500000US06101,06101,"Sutter County, California",94737,94743,94806,94614,94362,94801,95236,95978,96651
0500000US06103,06103,"Tehama County, California",63463,63440,63571,63254,63133,62835,62756,63073,63276
0500000US06105,06105,"Trinity County, California",13786,13786,13765,13716,13500,13430,13121,13068,12782
0500000US06107,06107,"Tulare County, California",442179,442182,443083,447384,450701,453354,456115,458238,460437
0500000US06109,06109,"Tuolumne County, California",55365,55365,55182,54749,54134,53940,53827,53615,53804
0500000US06111,06111,"Ventura County, California",823318,823387,825320,830707,834519,839498,844078,847719,849738
0500000US06113,06113,"Yolo County, California",200849,200850,201122,202167,204929,206685,208737,212202,215802
0500000US06115,06115,"Yuba County, California",72155,72148,72346,72548,72901,73233,73776,74299,75275
0500000US08001,08001,"Adams County, Colorado",441603,441687,443681,452040,460472,470107,480446,490674,498187
0500000US08003,08003,"Alamosa County, Colorado",15445,15445,15927,16137,16141,16253,16284,16435,16654
0500000US08005,08005,"Arapahoe County, Colorado",572003,572155,574785,585836,596066,607660,618307,629241,637068
0500000US08007,08007,"Archuleta County, Colorado",12084,12084,12055,12011,12113,12194,12229,12384,12854
0500000US08009,08009,"Baca County, Colorado",3788,3788,3790,3814,3762,3682,3630,3599,3568
0500000US08011,08011,"Bent County, Colorado",6499,6499,6508,6322,5811,5738,5780,5892,5861
0500000US08013,08013,"Boulder County, Colorado",294567,294571,295983,300597,305350,310287,313204,318738,322226
0500000US08014,08014,"Broomfield County, Colorado",55889,55866,56275,57425,58930,60116,61786,64885,66529
0500000US08015,08015,"Chaffee County, Colorado",17809,17809,17803,18007,18105,18318,18448,18606,19058
0500000US08017,08017,"Cheyenne County, Colorado",1836,1836,1831,1863,1873,1881,1841,1816,1848
0500000US08019,08019,"Clear Creek County, Colorado",9088,9075,9081,9052,9075,9100,9215,9364,9436
0500000US08021,08021,"Conejos County, Colorado",8256,8256,8292,8317,8279,8257,8276,8125,8129
0500000US08023,08023,"Costilla County, Colorado",3524,3524,3526,3646,3603,3521,3540,3563,3721
0500000US08025,08025,"Crowley County, Colorado",5823,5823,5852,5846,5418,5325,5608,5639,5694
0500000US08027,08027,"Custer County, Colorado",4255,4255,4275,4227,4241,4264,4344,4425,4602
0500000US08029,08029,"Delta County, Colorado",30952,30952,30880,30374,30438,30314,29961,29950,30442
0500000US08031,08031,"Denver County, Colorado",600158,599864,603329,619281,633563,647433,662425,680032,693060
0500000US08033,08033,"Dolores County, Colorado",2064,2064,2065,2033,1998,2030,1975,1981,2056
0500000US08035,08035,"Douglas County, Colorado",285465,285465,286979,292607,298754,306442,314981,322381,328632
0500000US08037,08037,"Eagle County, Colorado",52197,52197,52081,51751,51942,52379,52815,53346,53989
0500000US08039,08039,"Elbert County, Colorado",23086,23086,23094,23260,23400,23670,24128,24698,25231
0500000US08041,08041,"El Paso County, Colorado",622263,622261,626950,636901,645641,654993,662647,674290,688284
0500000US08043,08043,"Fremont County, Colorado",46824,46824,46857,47417,47122,46467,46427,46713,47446
0500000US08045,08045,"Garfield County, Colorado",56389,56389,56096,55964,56709,56914,57195,57768,58887
0500000US08047,08047,"Gilpin County, Colorado",5441,5441,5461,5444,5453,5567,5773,5817,5931
0500000US08049,08049,"Grand County, Colorado",14843,14843,14782,14543,14147,14254,14461,14580,15008
0500000US08051,08051,"Gunnison County, Colorado",15324,15324,15357,15458,15425,15643,15830,16137,16408
0500000US08053,08053,"Hinsdale County, Colorado",843,843,844,826,797,805,778,769,788
0500000US08055,08055,"Huerfano County, Colorado",6711,6711,6667,6522,6582,6479,6407,6459,6677
0500000US08057,08057,"Jackson County, Colorado",1394,1394,1385,1380,1347,1355,1395,1352,1357
0500000US08059,08059,"Jefferson County, Colorado",534543,534760,535916,539865,546080,551912,559076,565143,571837
0500000US08061,08061,"Kiowa County, Colorado",1398,1398,1396,1457,1438,1417,1409,1414,1373
0500000US08063,08063,"Kit Carson County, Colorado",8270,8270,8247,8201,8107,8279,8054,8234,8195
